pitcher,pitcher_name,year,pitch_hand,n_pitches,team_id,ball_angle,relative_release_ball_x,release_ball_z,relative_shoulder_x,shoulder_z,role,games_started,games_relieved,total_pitches,total_pa,k_percent,bb_percent,whiff_percent,barrel_percent,hard_hit_percent,woba,xwoba
592233,"Crichton, Stefan",2020,R,352,109,24,-2.7009842471897225,5.327881015346182,-0.5245412657079227,4.366869721514317,Reliever,0,26,402,107,21.49532710280374,4.672897196261682,22.099447513812155,1.36986301369863,39.726027397260275,0.278214953271028,0.3025079519230769
594795,"Dayton, Grant",2020,L,486,144,40,1.6592706061883982,5.611708852270387,0.0396412272088034,4.24266840243327,Reliever,0,18,490,116,27.586206896551722,8.620689655172415,29.23728813559322,9.58904109589041,31.506849315068493,0.28403448275862064,0.3033700260869565
547179,"Lorenzen, Michael",2020,R,423,113,42,-1.6456129860815187,5.914972050336957,0.0539341240154991,4.375676406772143,Reliever,2,16,608,148,23.64864864864865,10.81081081081081,35.231316725978644,4.25531914893617,26.595744680851062,0.2982432432432432,0.27856151034482757
594798,"deGrom, Jacob",2020,R,932,121,35,-1.930987369501952,5.512399418912508,0.0790271858874499,4.130586542261414,Starter,12,0,1135,269,38.28996282527881,6.691449814126393,40.71661237785016,9.58904109589041,33.56164383561644,0.2454089219330855,0.25572781203007516
623470,"Newberry, Jake",2020,R,370,118,44,-1.3735161705191388,6.255130691579694,0.2309894794677699,4.683768100219205,Reliever,0,20,387,94,25.53191489361702,12.76595744680851,36.19631901840491,5.357142857142857,44.642857142857146,0.3389042553191489,0.32921934042553186
571760,"Heaney, Andrew",2020,L,983,108,33,2.1972401963070816,5.320755867510644,0.271162669647439,4.06970886390173,Starter,12,0,1085,278,25.179856115107913,6.474820143884892,27.73722627737226,7.446808510638298,39.361702127659576,0.30638848920863304,0.3213758417266187
608371,"Sims, Lucas",2020,R,424,113,33,-1.7188059983621211,5.428194088027976,0.1920527646935703,4.203402971708622,Reliever,0,20,464,104,32.69230769230769,11.538461538461538,34.97267759562842,1.8181818181818181,34.54545454545455,0.25729807692307693,0.2285248640776699
656756,"Montgomery, Jordan",2020,L,623,147,51,1.2667439554165971,6.943814480088491,-0.2953219582789705,5.032153431828554,Starter,10,0,747,193,24.352331606217618,4.66321243523316,28.150134048257375,5.970149253731343,29.850746268656714,0.31954922279792747,0.3040742670157068
425844,"Greinke, Zack",2020,R,1302,117,47,-1.3295838980654713,6.29032737127107,0.1173944162431591,4.723607009212781,Starter,12,0,1060,273,24.54212454212454,3.296703296703297,27.713625866050805,8.16326530612245,35.204081632653065,0.29355677655677653,0.299032021978022
572020,"Paxton, James",2020,L,355,147,34,2.311955633703448,5.762228404246332,0.2550344275972233,4.3892421546032,Starter,5,0,356,90,28.888888888888886,7.777777777777778,28.415300546448087,10.714285714285714,44.642857142857146,0.36798888888888887,0.31483466666666665
518516,"Bumgarner, Madison",2020,L,529,109,27,2.299860085340685,5.707393240214002,0.3731891224319255,4.731292325975757,Starter,9,0,710,188,15.957446808510639,5.851063829787234,17.37891737891738,14.893617021276595,40.42553191489361,0.38332978723404254,0.40941797340425523
489334,"Stammen, Craig",2020,R,409,135,43,-1.5090013065249264,5.695871556877926,0.0717516583287571,4.229159408613913,Reliever,0,24,377,105,19.047619047619047,3.8095238095238098,23.976608187134502,2.5316455696202533,36.708860759493675,0.3019523809523809,0.2820303883495146
571510,"Boyd, Matthew",2020,L,1079,116,30,2.354515926019572,5.737420740158271,0.2235900614370568,4.529702609886863,Starter,12,0,1086,271,22.14022140221402,8.118081180811808,27.893738140417458,10.869565217391305,36.95652173913043,0.3763985239852399,0.34864835925925924
660600,"Paredes, Enoli",2020,R,401,117,42,-1.6957525151683135,5.351429136129344,0.0174239270362418,3.7899722636090254,Reliever,0,22,362,91,21.978021978021978,12.087912087912088,32.278481012658226,5.172413793103448,37.93103448275862,0.29441758241758237,0.359161393258427
570488,"Valdez, Phillips",2020,R,415,111,12,-2.450076809442552,4.484702964058771,-0.2535878043008551,4.036975751415132,Reliever,0,24,509,138,21.73913043478261,11.594202898550725,27.722772277227726,4.545454545454546,29.545454545454547,0.3470289855072463,0.31627229927007305
542585,"Cisnero, José",2020,R,437,116,26,-2.2572769536793964,5.425050499860827,-0.1595562339261168,4.382167948472815,Reliever,0,29,519,123,27.64227642276423,8.130081300813007,32.142857142857146,7.894736842105263,46.05263157894737,0.2656422764227642,0.31479218699186995
608379,"Wacha, Michael",2020,R,541,121,44,-1.421195568973705,6.253379620455586,0.1678195051752007,4.692692211084149,Starter,7,1,609,156,23.717948717948715,4.487179487179487,24.516129032258064,8.181818181818182,43.63636363636363,0.3979871794871795,0.32631771153846156
543867,"Turley, Nik",2020,L,354,134,37,1.9581225061599616,5.91841718075872,0.0382177730458516,4.455555729301543,Reliever,0,25,373,91,21.978021978021978,10.989010989010989,25.78616352201258,5.172413793103448,34.48275862068966,0.2624065934065934,0.29764538202247187
657277,"Webb, Logan",2020,R,682,137,27,-2.212054591344769,5.41651659572812,-0.2058290542432999,4.403038667237749,Starter,11,2,998,247,18.62348178137652,9.31174089068826,22.857142857142858,5.389221556886228,40.119760479041915,0.34726720647773274,0.34688376131687243
543101,"DeSclafani, Anthony",2020,R,451,113,41,-1.4584706707809931,5.554250791570532,0.1448803945466516,4.170960621655636,Starter,7,2,602,158,15.822784810126583,10.126582278481013,23.0188679245283,11.403508771929824,46.49122807017544,0.38454430379746835,0.3787550949367089
570240,"Peña, Félix",2020,R,419,108,40,-1.7944534620792958,5.891756660367445,0.0243524154839848,4.381283428030303,Reliever,0,25,460,115,25.217391304347824,6.956521739130435,27.500000000000004,5.194805194805195,31.16883116883117,0.29676521739130435,0.29053448245614033
641154,"López, Pablo",2020,R,989,146,28,-2.3281288100191704,5.477063454926137,-0.2339590123426302,4.343875992491448,Starter,11,0,903,241,24.481327800829874,7.053941908713693,26.200873362445414,4.3478260869565215,32.298136645962735,0.2758838174273859,0.2753431638655462
501381,"Pineda, Michael",2020,R,364,142,37,-2.45409441375284,6.43430679859995,-0.4057981642421537,4.914085012965822,Starter,5,0,455,111,22.52252252252252,6.306306306306306,29.045643153526974,7.6923076923076925,32.05128205128205,0.2687027027027027,0.28259567567567573
664199,"Clarke, Taylor",2020,R,647,109,47,-1.2332868660825682,6.2337821153003485,0.3573375600347276,4.507051849505259,Reliever,5,7,703,182,21.978021978021978,10.43956043956044,22.295081967213115,9.836065573770492,39.34426229508197,0.308510989010989,0.3374939050279329
608648,"Duffey, Tyler",2020,R,359,142,30,-2.151844335126686,6.0072927605596345,-0.1347673536114875,4.836706600082424,Reliever,0,22,368,92,33.69565217391305,6.521739130434782,36.206896551724135,3.7037037037037033,53.70370370370371,0.21753260869565216,0.25765174725274725
607625,"Lugo, Seth",2020,R,432,121,38,-1.947331097461949,5.61944302300129,-0.0065418543198529,4.120247492709471,Reliever,7,9,610,160,29.375,5.625,29.794520547945208,8.91089108910891,42.57425742574257,0.34371875,0.3312904716981132
650633,"King, Michael",2020,R,418,147,31,-1.85913970478014,5.480398745778265,0.0339993936248922,4.352172666504619,Reliever,4,5,470,121,21.487603305785125,9.090909090909092,21.256038647342994,6.097560975609756,31.70731707317073,0.3629752066115703,0.33459839166666666
645261,"Alcantara, Sandy",2020,R,751,146,35,-2.0891109048547705,5.9164287151817865,-0.0219175621184534,4.459600595076395,Starter,7,0,662,174,22.413793103448278,8.620689655172415,23.98753894080997,5.982905982905983,38.46153846153847,0.2835747126436782,0.3095123274853801
650893,"Cabrera, Génesis",2020,L,419,138,50,1.241554649221756,6.149855300349564,-0.3366914276176406,4.295772222492542,Reliever,0,19,397,96,33.33333333333333,16.666666666666664,39.75155279503105,9.090909090909092,31.818181818181817,0.2804583333333333,0.3328827916666666
660623,"Ynoa, Huascar",2020,R,486,144,47,-1.5542976435764082,6.426436429771867,0.1243806738408044,4.642788146305101,Reliever,5,4,395,100,17.0,12.0,25.405405405405407,5.88235294117647,38.23529411764706,0.34475,0.3552284646464647
650895,"Castillo, Diego",2020,R,456,139,34,-2.000519873196037,6.058395585304182,0.0753407722542765,4.642448020237207,Reliever,0,22,320,89,25.842696629213485,12.359550561797752,37.95620437956204,5.555555555555555,27.77777777777778,0.2625393258426966,0.26229622471910113
664208,"Maton III, Phil",2020,R,405,114,31,-2.058121061967768,5.373177489686305,-0.0653247504283419,4.171565861114255,Reliever,0,23,379,96,33.33333333333333,5.208333333333334,36.898395721925134,1.8518518518518516,27.77777777777778,0.31116666666666665,0.25406133684210525
594577,"Mayers, Mike",2020,R,386,108,39,-1.6242825522268594,5.808378202262047,0.2191347353449152,4.334616265828048,Reliever,0,29,512,121,35.53719008264463,7.43801652892562,35.4978354978355,5.88235294117647,38.23529411764706,0.21921487603305784,0.23927885950413225
594835,"Gonzales, Marco",2020,L,1050,136,46,1.360322092291288,5.594103665542115,-0.0705259406786957,4.097244863206803,Starter,11,0,1057,277,23.104693140794225,2.527075812274368,19.603960396039604,8.415841584158416,34.15841584158416,0.2645667870036101,0.301338641025641
657044,"Thompson, Ryan",2020,R,504,139,-12,-3.2721585862615448,3.6929950835569008,-0.8231335648424832,4.191950227692605,Reliever,1,24,419,114,20.175438596491226,7.017543859649122,22.105263157894736,4.819277108433735,40.963855421686745,0.3245877192982456,0.27886392982456143
650644,"Civale, Aaron",2020,R,991,114,47,-1.145636954866481,6.035870022493776,0.3453455637816999,4.441451199321392,Starter,12,0,1201,314,21.97452229299363,5.095541401273886,24.90842490842491,6.696428571428571,33.482142857142854,0.33722929936305734,0.32233324193548385
641941,"Pagán, Emilio",2020,R,354,135,43,-1.4792106107734229,5.567776371420774,0.2168661934668577,4.005876149488044,Reliever,0,22,366,87,26.436781609195403,10.344827586206897,26.704545454545453,9.090909090909092,40.0,0.276632183908046,0.31429079310344826
518553,"Cishek, Steve",2020,R,372,145,3,-2.9744741582819065,4.138152649045253,-0.5565287769700504,4.00888652327569,Reliever,0,22,374,93,22.58064516129032,9.67741935483871,26.973684210526315,11.864406779661017,40.67796610169492,0.3645698924731183,0.3652072934782609
622491,"Castillo, Luis",2020,R,1082,113,20,-2.2224559720092936,5.320696637572641,0.0310146641653216,4.493654765814491,Starter,12,0,1153,293,30.37542662116041,8.19112627986348,32.6530612244898,4.49438202247191,37.07865168539326,0.2894027303754267,0.2657797491408934
502171,"Cobb, Alex",2020,R,576,110,49,-1.6248115530126297,6.192159669538671,-0.1520976915408682,4.522524397295182,Starter,10,0,807,227,16.740088105726873,7.929515418502203,23.52941176470588,9.523809523809524,48.214285714285715,0.3182246696035242,0.3764977168141593
450203,"Morton, Charlie",2020,R,994,139,24,-2.340306690184069,5.503435823675327,-0.1867360245481741,4.565133348176542,Starter,9,0,660,171,23.976608187134502,5.847953216374268,24.853801169590643,7.894736842105263,35.08771929824561,0.32821637426900585,0.30468569230769227
607644,"Means, John",2020,L,571,110,47,1.4351611956289294,6.476790092334249,-0.1354111567816905,4.805388426263438,Starter,10,0,745,176,23.863636363636363,3.977272727272727,26.25994694960212,8.130081300813007,37.39837398373984,0.3037215909090909,0.2692311371428571
657053,"Toussaint, Touki",2020,R,490,144,36,-1.92812643607538,5.749449391930805,-0.0005189450893993,4.369082687912825,Starter,5,2,491,122,24.59016393442623,13.114754098360656,31.862745098039213,13.043478260869565,39.130434782608695,0.3969836065573771,0.39121168907563025
543901,"Weber, Ryan",2020,R,526,111,16,-2.1571212909130595,5.040622219290236,-0.1294275464976432,4.457849041438647,Reliever,5,12,645,185,14.054054054054054,7.567567567567568,14.869888475836431,7.801418439716312,50.35460992907801,0.34321621621621623,0.3508841467391304
518813,"Holland, Greg",2020,R,415,118,66,-0.3441274095921097,6.085732932209561,0.6017857818316812,3.957625496117395,Reliever,0,28,447,111,27.927927927927925,5.405405405405405,29.850746268656714,7.042253521126761,40.845070422535215,0.25170270270270273,0.2592835909090909
643230,"Brault, Steven",2020,L,624,134,34,1.8830344160713937,5.716424283826773,0.0581790312495919,4.470027282242883,Starter,10,1,746,178,20.786516853932586,12.359550561797752,23.856209150326798,4.424778761061947,32.743362831858406,0.26700561797752803,0.3197048693181818
607391,"Mazza, Chris",2020,R,467,111,26,-2.1839251606013583,5.414789435809342,-0.3201676223711208,4.503034720367464,Starter,6,3,538,136,21.323529411764707,11.029411764705882,28.793774319066145,5.555555555555555,31.11111111111111,0.3483897058823529,0.3707040814814815
543135,"Eovaldi, Nathan",2020,R,744,111,36,-2.3917029196569994,5.726466869856616,-0.4344940460022597,4.314105801843402,Starter,9,0,748,199,26.13065326633166,3.5175879396984926,28.07017543859649,8.823529411764707,39.705882352941174,0.3342010050251256,0.3142611624365482
642207,"Williams, Devin",2020,R,376,158,31,-1.9775296860110207,5.648129062484167,-0.0609364944965534,4.516245085490975,Reliever,0,22,431,100,52.0,9.0,51.832460732984295,5.555555555555555,27.77777777777778,0.16208999999999998,0.1818357777777778
656288,"Canning, Griffin",2020,R,692,108,49,-1.098368223016524,5.984472612115551,0.3819732898519363,4.258769595478758,Starter,11,0,965,242,23.140495867768596,9.50413223140496,27.188940092165897,8.860759493670885,34.177215189873415,0.3244214876033058,0.3200684936170212
660896,"Alcala, Jorge",2020,R,351,142,47,-1.4185288975507362,6.67464165775366,0.1713609143216986,4.9551928495614765,Reliever,0,16,403,94,27.659574468085108,8.51063829787234,32.065217391304344,5.084745762711865,32.20338983050847,0.2992872340425532,0.28735625531914893
542881,"Anderson, Tyler",2020,L,847,137,49,1.4058762100732207,6.2281711586209205,-0.0539949998601995,4.533033153542787,Starter,11,2,954,261,15.708812260536398,9.578544061302683,24.541284403669724,5.7894736842105265,31.05263157894737,0.3222643678160919,0.33400018146718147
453281,"LeBlanc, Wade",2020,L,355,110,38,1.798122194818233,5.76503176826196,0.0147333362832969,4.388748433396727,Starter,6,0,367,104,12.5,7.6923076923076925,24.550898203592812,3.7037037037037033,29.629629629629626,0.3668942307692308,0.32282457281553395
542882,"Andriese, Matt",2020,R,379,108,41,-2.2187455227233426,5.7436847776863225,-0.3878972392510613,4.152204359111421,Reliever,1,15,500,126,26.190476190476193,8.73015873015873,22.45762711864407,8.641975308641975,35.80246913580247,0.2712698412698412,0.29824098412698413
656547,"Holder, Jonathan",2020,R,371,147,45,-1.4554190670412042,6.012502992648497,0.2162409205620499,4.313236926548065,Reliever,0,18,397,100,14.000000000000002,10.0,24.083769633507853,7.894736842105263,39.473684210526315,0.34482999999999997,0.33453109999999997
605347,"López, Jorge",2020,R,515,110,41,-1.6095551898493654,5.9009186418506046,0.06933770897366,4.430514712604238,Starter,6,4,635,174,16.091954022988507,6.321839080459771,21.189591078066915,9.16030534351145,49.61832061068702,0.34447126436781605,0.3582880116959064
621219,"Mills, Alec",2020,R,880,112,33,-2.156413333368071,5.728273032003645,-0.2245532105146553,4.496381087025175,Starter,11,0,945,254,18.11023622047244,7.480314960629922,17.899761336515514,9.18918918918919,39.45945945945946,0.31373622047244093,0.34175117063492066
663460,"Bubic, Kris",2020,L,748,118,45,1.5250583096806356,5.764011026346552,-0.0779619473280926,4.137139226299421,Starter,10,0,932,221,22.171945701357465,9.502262443438914,24.641148325358852,8.053691275167784,36.241610738255034,0.3363529411764706,0.3488231538461539
596133,"Weaver, Luke",2020,R,779,109,52,-1.1355545087102898,5.672045562541067,0.2584994888527239,3.8745979613316894,Starter,12,0,968,238,23.10924369747899,7.563025210084033,24.78448275862069,9.25925925925926,41.9753086419753,0.3652478991596639,0.33263847234042554
572070,"Richards, Garrett",2020,R,635,135,43,-1.7153705558152037,5.771949590861785,0.0534636872316929,4.13344306883147,Starter,10,4,788,213,21.5962441314554,7.981220657276995,25.87601078167116,8.783783783783784,35.13513513513514,0.31331924882629103,0.32754091037735844
453286,"Scherzer, Max",2020,R,902,120,25,-2.454167441036699,5.467097189197862,-0.4042071667571483,4.494283960996969,Starter,12,0,1213,296,31.08108108108108,7.4324324324324325,32.35294117647059,8.379888268156424,36.312849162011176,0.3169290540540541,0.3213549312714777
663465,"Allard, Kolby",2020,L,590,140,47,1.4092711558073137,5.645168565456851,-0.0647414761268143,4.082676338976576,Starter,8,3,658,153,20.915032679738562,13.071895424836603,23.076923076923077,7.07070707070707,38.38383838383838,0.32179738562091503,0.3324188355263158
663978,"Paddack, Chris",2020,R,885,135,47,-1.595035054369035,6.195098865023446,0.0057922426375275,4.47295686165889,Starter,12,0,963,248,23.387096774193548,4.838709677419355,25.925925925925924,10.982658959537572,47.398843930635834,0.3378145161290323,0.34539597540983613
622251,"Staumont, Josh",2020,R,448,118,56,-1.1961234772921745,6.340265313663235,0.0739820332252218,4.447499116257297,Reliever,0,26,472,113,32.743362831858406,14.15929203539823,36.666666666666664,5.357142857142857,50.0,0.2971238938053097,0.3030477927927928
656302,"Cease, Dylan",2020,R,1095,145,50,-1.2889274098445755,6.251018255323082,0.1600294425039214,4.514326402094935,Starter,12,0,1085,255,17.254901960784313,12.941176470588237,25.333333333333336,8.771929824561402,40.93567251461988,0.3515843137254903,0.38893245238095236
533167,"Shoemaker, Matt",2020,R,367,141,37,-1.7781106780094167,6.1153412148998685,0.0669332151838317,4.7279889945676725,Starter,6,0,446,115,22.608695652173914,7.82608695652174,28.110599078341014,10.0,38.75,0.30913043478260865,0.34121314912280704
605359,"Marshall, Evan",2020,R,383,145,30,-2.0058580166210978,5.867241083772158,-0.0412223186701692,4.717036225957269,Reliever,0,23,384,93,32.25806451612903,7.526881720430108,34.5360824742268,0.0,33.92857142857143,0.2410752688172043,0.23652909782608697
641712,"Hudson, Dakota",2020,R,462,138,44,-1.4315397306193098,6.278202721943762,0.177326095803335,4.71898220036982,Starter,8,0,589,151,20.52980132450331,9.271523178807946,21.660649819494584,4.807692307692308,40.38461538461539,0.25566887417218537,0.2925691073825503
663474,"McKenzie, Triston",2020,R,561,114,49,-1.2688143946172816,6.304638437439817,0.2381411355454512,4.551635066405758,Starter,6,2,550,128,32.03125,7.03125,29.230769230769234,12.0,36.0,0.262171875,0.2985412755905512
502706,"Holland, Derek",2020,L,694,134,39,1.577676583124721,5.933374814690599,-0.1756795995065565,4.513131253895852,Reliever,5,7,719,181,24.861878453038674,8.287292817679557,26.537216828478964,14.655172413793101,48.275862068965516,0.3652044198895028,0.3826656966292135
448179,"Hill, Rich",2020,L,617,142,40,2.090114242203199,5.8695840683314255,0.3189481249566643,4.4044593463715245,Starter,8,0,619,156,19.871794871794872,10.897435897435898,15.909090909090908,9.345794392523365,29.906542056074763,0.27178205128205124,0.34164249999999996
622772,"Cordero, Jimmy",2020,R,424,145,47,-1.4710565465376158,6.271323163728856,0.1508044310961265,4.527105119753039,Reliever,0,30,424,124,17.741935483870968,5.64516129032258,21.32701421800948,5.555555555555555,32.22222222222222,0.32949999999999996,0.3488264958677686
458676,"Lindblom, Josh",2020,R,791,158,37,-1.858258178577416,5.95785247903199,-0.0615520356010465,4.61455265821232,Starter,10,2,793,193,26.94300518134715,8.290155440414509,29.512893982808023,5.0,32.5,0.31536269430051816,0.30935761780104715
642232,"Yarbrough, Ryan",2020,L,848,139,20,2.8235299671649687,5.192519948198714,0.6107090732947339,4.398463528948751,Starter,9,2,834,235,18.72340425531915,4.680851063829787,27.586206896551722,5.847953216374268,25.146198830409354,0.29573191489361694,0.3066522695652174
642233,"Yardley, Eric",2020,R,426,158,-34,-2.782688079654149,2.4421679085345,-0.8830922612229376,3.710407423826604,Reliever,0,24,410,97,19.587628865979383,10.309278350515463,18.91891891891892,4.477611940298507,38.80597014925373,0.2934226804123711,0.3001724270833333
458681,"Lynn, Lance",2020,R,1293,140,33,-2.411008767030999,5.683776217109497,-0.4006916731534774,4.373331159964184,Starter,13,0,1408,344,25.872093023255815,7.267441860465117,25.394548063127694,5.357142857142857,37.5,0.28663662790697675,0.27918056268221575
592826,"Velasquez, Vince",2020,R,557,143,44,-1.4331267937980952,5.695242618012848,0.2417578981713053,4.051559676602201,Starter,7,2,650,153,29.411764705882355,10.457516339869281,26.582278481012654,7.954545454545454,39.77272727272727,0.34951633986928105,0.31906081699346406
621242,"Díaz, Edwin",2020,R,441,121,21,-2.5857097737792207,4.981465119452679,-0.5230979328852755,4.184750616155556,Reliever,0,26,483,110,45.45454545454545,11.818181818181818,47.82608695652174,6.8181818181818175,38.63636363636363,0.2699454545454545,0.24208650458715594
571578,"Corbin, Patrick",2020,L,848,120,43,1.5238636680744992,6.3995099175810894,-0.1536921269497561,4.825551190433962,Starter,11,0,1068,295,20.33898305084746,5.762711864406779,23.605947955390334,6.451612903225806,44.23963133640553,0.3556881355932203,0.3432441734693877
453562,"Arrieta, Jake",2020,R,630,143,35,-2.130798704234192,6.1220186550977695,-0.2451978281249368,4.8231670211928215,Starter,9,0,729,190,16.842105263157894,8.421052631578947,18.93687707641196,7.801418439716312,38.297872340425535,0.35113684210526314,0.3586279090909091
621244,"Berríos, José",2020,R,996,142,36,-2.1305794498839754,5.4330723894114215,-0.2635581368545363,4.081942433837127,Starter,12,0,1102,272,25.0,9.558823529411764,27.27272727272727,6.321839080459771,39.6551724137931,0.30634926470588236,0.32213857407407404
669373,"Skubal, Tarik",2020,L,511,116,50,1.828500135104051,6.398034182332395,0.2534440817173693,4.522831171621826,Starter,7,1,591,134,27.611940298507463,8.208955223880597,29.39189189189189,10.714285714285714,39.285714285714285,0.33696268656716416,0.3240582611940298
554430,"Wheeler, Zack",2020,R,805,143,38,-1.9612411184075904,5.70363056958329,-0.0286385451736099,4.197719055612605,Starter,11,0,1078,286,18.53146853146853,4.895104895104895,22.63157894736842,3.7735849056603774,33.9622641509434,0.29024825174825175,0.292485706713781
457918,"Happ, J.A.",2020,L,648,147,42,1.674460928548143,6.1822195207731845,-0.0723848611386193,4.610227109466122,Starter,9,0,787,197,20.812182741116754,7.614213197969544,22.486772486772484,5.109489051094891,34.306569343065696,0.2798832487309645,0.27926086597938143
554431,"Matzek, Tyler",2020,L,513,144,51,1.2520591726939003,6.257850472964072,-0.2093650953332776,4.442371321618316,Reliever,0,21,483,122,35.24590163934426,8.19672131147541,27.530364372469634,3.0303030303030303,25.757575757575758,0.25894262295081966,0.24400823140495867
670912,"Oviedo, Johan",2020,R,440,138,37,-1.724500822829025,5.8695706475306935,-0.0046188150063227,4.552161818618405,Starter,5,0,444,112,14.285714285714285,8.928571428571429,21.53846153846154,8.641975308641975,51.85185185185185,0.3385267857142857,0.39569040178571424
572096,"Rosenthal, Trevor",2020,R,388,135,58,-0.8419771967268682,6.15666956630376,0.3401054663811402,4.284005373033703,Reliever,0,23,381,91,41.75824175824176,8.791208791208792,37.5,6.8181818181818175,40.909090909090914,0.23300000000000004,0.2165706703296703
641729,"Jiménez, Joe",2020,R,357,116,29,-2.0410628752432465,5.747907580430389,0.0363288877618783,4.588858181532862,Reliever,0,25,389,101,21.782178217821784,5.9405940594059405,26.39593908629442,10.294117647058822,50.0,0.3896633663366337,0.37602081
592836,"Walker, Taijuan",2020,R,649,141,48,-1.58939542783365,6.488863908622684,-0.0352766073589051,4.771388736273716,Starter,11,0,884,225,22.22222222222222,8.444444444444445,20.533333333333335,7.236842105263158,32.89473684210527,0.2907333333333333,0.3401430266666667
640455,"Manaea, Sean",2020,L,766,133,26,2.685268077847351,5.443637547577161,0.5892923159017939,4.443380824382446,Starter,11,0,812,222,20.27027027027027,3.6036036036036037,22.025316455696203,7.142857142857142,44.642857142857146,0.3087747747747748,0.3058769590909091
527048,"Pérez, Martín",2020,L,935,111,46,1.4631014578704764,5.57802792272434,-0.1635855578437501,3.9190767932563415,Starter,12,0,1033,263,17.490494296577946,10.646387832699618,22.14765100671141,7.567567567567568,29.18918918918919,0.3223155893536122,0.3341319263565891
605130,"Barlow, Scott",2020,R,450,118,36,-1.793762410690006,5.403314459603579,0.0755360054041818,4.060839709487027,Reliever,0,32,507,124,31.451612903225808,5.64516129032258,37.552742616033754,8.0,41.333333333333336,0.2931370967741936,0.3128744959349593
572362,"Erlin, Robbie",2020,L,458,144,47,1.5688110773812531,5.7653558747920455,0.1263147325372686,4.192030695688953,Reliever,5,4,461,121,20.66115702479339,4.958677685950414,19.248826291079812,13.636363636363635,42.04545454545455,0.40311570247933887,0.35466737190082637
672715,"Patiño, Luis",2020,R,355,135,51,-1.219354867548606,5.918404875468688,0.1449140799723151,4.2190971957019,Reliever,1,10,349,85,24.705882352941178,16.470588235294116,26.351351351351347,6.122448979591836,32.6530612244898,0.3535411764705882,0.3112211411764706
657612,"Hill, Tim",2020,L,354,135,-18,3.0460036329425115,2.8980796735160013,0.8361572459389509,3.626995753396376,Reliever,0,23,348,79,25.31645569620253,6.329113924050633,22.839506172839506,5.88235294117647,33.33333333333333,0.3122784810126582,0.3016485844155844
592332,"Gausman, Kevin",2020,R,785,137,38,-1.9198637423822311,5.93563809841352,-0.0147804210252253,4.437699903887304,Starter,10,2,975,247,31.983805668016196,6.477732793522267,33.064516129032256,7.38255033557047,36.91275167785235,0.2793603238866397,0.29070891803278687
477132,"Kershaw, Clayton",2020,L,945,119,62,0.8492142367051082,6.254952078029804,-0.230841440361498,4.260575537145667,Starter,10,0,888,221,28.054298642533936,3.619909502262444,27.601809954751133,8.0,34.0,0.2512036199095023,0.27061332272727273
608717,"Stratton, Chris",2020,R,511,134,41,-1.606547090874626,5.90682026693999,0.1572922630711687,4.38731148833288,Reliever,0,27,547,132,29.545454545454547,9.848484848484848,35.039370078740156,8.860759493670885,40.50632911392405,0.28381060606060604,0.2941491832061069
527054,"Teheran, Julio",2020,R,473,108,25,-2.286272924425396,5.06807842034889,-0.3493831876493631,4.149937693885596,Starter,9,1,572,149,13.422818791946309,10.738255033557047,14.566929133858267,12.612612612612612,38.73873873873874,0.42066442953020133,0.4291206891891892
608718,"Suter, Brent",2020,L,534,158,50,1.4649298062080027,6.194323792134315,0.0522321979547831,4.50047586133558,Reliever,4,12,516,129,29.457364341085274,3.875968992248062,31.147540983606557,4.705882352941177,30.58823529411765,0.28032558139534886,0.26456297637795273
605135,"Bassitt, Chris",2020,R,969,133,44,-1.615578265169062,5.675563517980873,0.1690343780109614,3.968650807878949,Starter,11,0,946,262,20.99236641221374,6.488549618320611,23.006833712984054,5.88235294117647,37.4331550802139,0.28506870229007636,0.3007545465116279
656849,"Peterson, David",2020,L,544,121,40,1.801834078803564,5.966282322565351,-0.1058450239650505,4.391386148223283,Starter,9,1,812,205,19.51219512195122,11.707317073170733,26.08695652173913,7.246376811594203,33.33333333333333,0.28986829268292685,0.3213715343137255
641745,"Keller, Brad",2020,R,763,118,51,-1.17770405733373,6.417968910713712,0.3034793937656381,4.591268141853072,Starter,9,0,858,215,16.27906976744186,7.906976744186046,19.25,3.7267080745341614,39.130434782608695,0.23571162790697672,0.3224423971962618
608723,"Voth, Austin",2020,R,722,120,38,-1.6554334904020211,5.739224947099773,0.0730303235528661,4.371806538581185,Starter,11,0,895,223,19.282511210762333,7.174887892376682,22.01405152224824,9.433962264150944,43.39622641509434,0.3846233183856502,0.35628715315315324
543699,"Roark, Tanner",2020,R,483,141,55,-1.2223752503256575,5.959706538721849,0.0899135821588187,4.107459799562121,Starter,11,0,901,220,18.636363636363637,10.454545454545453,26.56641604010025,12.987012987012985,42.857142857142854,0.4173727272727273,0.3828654748858447
676051,"Heuer, Codi",2020,R,357,145,31,-2.1950451182135424,5.71434193597143,-0.1921595374936962,4.527941550093744,Reliever,0,21,374,92,27.173913043478258,9.782608695652174,33.89830508474576,5.172413793103448,41.37931034482759,0.20318478260869563,0.2765793369565217
458708,"Tomlin, Josh",2020,R,452,144,44,-1.554220789738707,5.9343764283950655,0.0673118636880536,4.389394816789848,Reliever,5,12,575,161,21.73913043478261,3.7267080745341614,22.727272727272727,11.864406779661017,36.440677966101696,0.30843478260869567,0.32553943125
