pitcher,pitcher_name,year,pitch_hand,n_pitches,team_id,ball_angle,relative_release_ball_x,release_ball_z,relative_shoulder_x,shoulder_z,role,games_started,games_relieved,total_pitches,total_pa,k_percent,bb_percent,whiff_percent,barrel_percent,hard_hit_percent,xwoba
676684,"Vest, Will",2022,R,1083,116,44,-1.5131284220553909,5.64276287644245,-6.7178794627e-05,4.184476521117972,Reliever,2,57,1083,273,22.71062271062271,8.058608058608058,23.653846153846153,7.103825136612022,44.26229508196721,0.31029742379182157
592717,"Sanchez, Aaron",2022,R,1004,142,30,-1.8838632807662303,5.708354927014695,0.0334761478151564,4.579171140393858,Starter,10,5,1006,267,15.355805243445692,5.2434456928838955,18.067226890756302,5.88235294117647,48.03921568627451,0.32770030916030535
664141,"Brubaker, JT",2022,R,2376,134,44,-1.4431015078787142,6.201935912483282,0.2669044320207422,4.556139555049905,Starter,28,0,2381,646,22.60061919504644,8.359133126934983,27.330316742081447,7.568807339449542,41.284403669724774,0.3286999891135303
641360,"Bickford, Phil",2022,R,990,119,29,-2.158012071850222,5.093091324980571,-0.1685444045625596,3.9775225871009576,Reliever,0,60,990,247,27.125506072874494,5.668016194331984,25.149700598802394,11.585365853658537,34.756097560975604,0.2898845983606557
608337,"Giolito, Lucas",2022,R,2752,145,57,-1.195879633224253,6.368246368066514,0.1291760471075322,4.341562532969055,Starter,30,0,2753,698,25.358166189111746,8.595988538681947,28.450920245398777,7.456140350877193,39.03508771929825,0.31837373314203726
657746,"Ryan, Joe",2022,R,2318,142,26,-1.926738243864084,5.033496976774598,0.0421457341137098,4.060219387179921,Starter,27,0,2391,605,24.958677685950413,7.768595041322314,25.594749794913863,8.585858585858585,35.35353535353536,0.29355074295190714
643410,"Leiter Jr., Mark",2022,R,1086,112,50,-1.2629560812592644,5.735723739742394,0.0934799260069002,4.133640376629471,Reliever,4,31,1086,281,25.97864768683274,8.185053380782918,28.958333333333336,6.214689265536723,34.463276836158194,0.30617001071428573
672851,"Adon, Joan",2022,R,1200,120,37,-1.8749101630640896,6.031884283284669,-0.07005999442959,4.662899817513369,Starter,14,0,1204,309,17.79935275080906,12.297734627831716,16.729323308270676,10.0,37.142857142857146,0.3712355519480519
475479,"Phelps, David",2022,R,1151,141,40,-1.6345744582113253,6.145548285366318,0.1438257128963268,4.635698746188309,Reliever,1,64,1151,273,23.44322344322344,11.355311355311356,19.305856832971802,5.202312138728324,34.68208092485549,0.3071700592592592
571479,"Bellatti, Andrew",2022,R,1057,143,28,-2.135076811075206,5.468450786649314,-0.2154185717152605,4.43645305121446,Reliever,1,58,963,230,33.47826086956522,10.869565217391305,37.44493392070485,12.698412698412698,35.714285714285715,0.2968157772925764
666200,"Luzardo, Jesús",2022,L,1563,146,36,1.8283719773404192,5.90004440663308,-0.0158651740961608,4.563486645613869,Starter,18,0,1644,402,29.850746268656714,8.706467661691542,31.65562913907285,6.584362139917696,39.09465020576132,0.2866544371859297
608344,"Irvin, Cole",2022,L,2607,133,42,1.934405660191764,6.119002535910445,0.247559212889745,4.5751633974278745,Starter,30,0,2610,738,17.208672086720867,4.471544715447155,20.50147492625369,9.649122807017543,39.473684210526315,0.3239905603799186
596057,"Norris, Daniel",2022,L,1010,116,35,2.16783169023566,5.677794510067086,0.3876804464269958,4.431001198531615,Reliever,3,38,1012,251,26.294820717131472,11.155378486055776,31.422018348623855,10.81081081081081,40.54054054054054,0.3267201726907631
666201,"Manoah, Alek",2022,R,3027,141,38,-2.310891390128653,5.884298803750562,-0.3442064581864825,4.338031678735703,Starter,31,0,2949,787,22.744599745870396,6.480304955527319,24.84599589322382,5.380333951762523,31.539888682745826,0.2840883001277139
600921,"Machado, Andrés",2022,R,991,120,36,-1.7370544633589498,5.425425657395643,0.029250968430671,4.123522329306003,Reliever,0,51,997,262,17.557251908396946,10.305343511450381,23.935091277890468,8.55614973262032,42.780748663101605,0.3520289
518489,"Brasier, Ryan",2022,R,985,111,40,-1.750766319489748,5.712592887402882,-0.1323465826976846,4.359678230769927,Reliever,0,68,985,262,24.427480916030532,4.580152671755725,25.231910946196663,8.64864864864865,46.48648648648649,0.30893565267175566
623451,"Stephens, Jackson",2022,R,971,144,42,-1.9392268327089293,6.114487304109844,-0.211943551404271,4.558896512131674,Reliever,1,38,944,232,20.25862068965517,8.189655172413794,22.07792207792208,4.938271604938271,32.098765432098766,0.30430906113537115
445276,"Jansen, Kenley",2022,R,1024,144,72,-0.2697736976916289,6.704388566795764,0.4817009308677306,4.448267750981786,Reliever,0,65,1006,261,32.18390804597701,7.2796934865900385,27.308447937131632,7.28476821192053,32.450331125827816,0.23891269260700387
642397,"Soto, Gregory",2022,L,1088,116,31,2.284371130880363,5.481792933610896,0.2739604271521441,4.257920296771785,Reliever,0,64,1102,262,22.900763358778626,12.595419847328243,25.72533849129594,6.172839506172839,43.20987654320987,0.31340246360153257
656222,"Beeks, Jalen",2022,L,999,139,49,1.5489565954350242,6.1295027498791725,0.0395328740505211,4.399386098487082,Reliever,7,35,999,251,27.88844621513944,8.764940239043826,31.1340206185567,8.333333333333332,37.17948717948718,0.29859355020080325
669022,"Gore, MacKenzie",2022,L,1257,135,50,1.3747607165171016,5.904585759347379,-0.0612614786074985,4.181162241394715,Starter,13,3,1258,310,23.225806451612904,11.935483870967742,23.972602739726025,9.693877551020408,45.40816326530612,0.3486322977346279
663903,"Singer, Brady",2022,R,2376,118,32,-1.7684206899016237,5.399784929454923,0.0102321489928998,4.279635865300353,Starter,24,3,2376,624,23.878205128205128,5.6089743589743595,22.90874524714829,8.235294117647058,40.94117647058824,0.3088247280130293
657248,"Otto Jr., Glenn",2022,R,2217,140,43,-1.678115097995251,6.007970703271161,-0.0914898617231777,4.539961435214996,Starter,27,0,2229,587,18.228279386712096,10.562180579216355,23.13803376365442,8.91089108910891,38.11881188118812,0.34273738765008577
605280,"Holmes, Clay",2022,R,1061,147,43,-1.7638140023900912,6.340280665113705,0.0175395338034108,4.694737865179487,Reliever,0,62,981,259,25.096525096525095,6.94980694980695,29.605263157894733,1.8181818181818181,43.03030303030303,0.24351505533596837
607074,"Rodón, Carlos",2022,L,2985,137,49,1.476793742541892,6.514346466243824,-0.081299903767202,4.732262878354931,Starter,31,0,2985,711,33.33333333333333,7.313642756680731,31.182795698924732,6.474820143884892,39.80815347721823,0.2538561909476662
605540,"Woodruff, Brandon",2022,R,2536,158,44,-1.5479738956284383,5.881928026858427,0.0831835776933372,4.322522942005888,Starter,27,0,2538,621,30.595813204508858,6.763285024154589,31.125299281723862,7.086614173228346,37.53280839895013,0.2768151430894309
554340,"García, Yimi",2022,R,1052,141,23,-2.5638543839235965,5.105369399058445,-0.3136807791626849,4.13650926136787,Reliever,0,61,1039,246,23.577235772357724,5.284552845528456,24.14486921529175,6.508875739644971,33.13609467455622,0.26567427868852456
676710,"Crawford, Kutter",2022,R,1296,111,47,-1.4137249654829065,6.010545889186528,0.0562974746099337,4.451456467314763,Reliever,12,9,1296,334,22.75449101796407,8.383233532934131,25.5663430420712,8.849557522123893,38.93805309734513,0.33080858258258256
622694,"Hernández, Elieser",2022,R,1092,146,38,-1.57273934507489,5.298498409203725,-0.0750025291701762,4.144153482383622,Reliever,10,10,1095,279,21.50537634408602,7.526881720430108,24.861878453038674,13.020833333333334,35.9375,0.3367417906137184
471911,"Carrasco, Carlos",2022,R,2412,121,34,-2.087419023225507,5.698976652586626,-0.2220182832125763,4.425036306103173,Starter,29,0,2412,646,23.52941176470588,6.037151702786378,27.627388535031848,6.997742663656885,39.503386004514674,0.313007409733124
