pitcher,pitcher_name,year,pitch_hand,n_pitches,team_id,ball_angle,relative_release_ball_x,release_ball_z,relative_shoulder_x,shoulder_z,role,games_started,games_relieved,total_pitches,total_pa,k_percent,bb_percent,whiff_percent,barrel_percent,hard_hit_percent,xwoba
680704,"Sandlin, Nick",2023,R,1005,114,6,-2.629974877165657,4.176886240379039,-0.6294139565097863,3.980941863587588,Reliever,0,61,1008,240,27.500000000000004,9.583333333333334,31.982942430703627,10.204081632653061,40.136054421768705,0.3061685550847458
579328,"Kikuchi, Yusei",2023,L,2839,141,42,1.6803570026985089,5.400033409287909,0.0322381597610064,3.917087662799601,Starter,32,0,2818,702,25.783475783475783,6.837606837606838,27.988338192419825,8.993576017130621,42.398286937901496,0.31914399426111906
641793,"Littell, Zack",2023,R,1350,139,43,-1.871266811708996,6.149426205996515,-0.204530648181158,4.596726839440155,Reliever,14,14,1330,378,19.31216931216931,2.91005291005291,20.985915492957748,8.304498269896193,41.86851211072664,0.3178046871657754
668674,"Erceg, Lucas",2023,R,1053,133,46,-1.3656418592419246,6.14659840313379,0.2390927077038188,4.460248795310237,Reliever,0,50,1053,251,27.091633466135455,13.94422310756972,28.37528604118993,6.382978723404255,33.33333333333333,0.29701054
573186,"Stroman, Marcus",2023,R,2125,112,34,-1.917191085844291,5.267539920072631,-0.2078519433784209,4.099204045632798,Starter,25,2,2203,575,20.695652173913043,9.043478260869566,22.255790533736153,4.987531172069826,41.39650872817955,0.318221589877836
682243,"Miller, Bryce",2023,R,2095,136,46,-1.449474852808633,5.636320320423247,0.2093659185566176,3.916308680756744,Starter,25,0,2095,538,22.118959107806692,4.83271375464684,24.141048824593128,10.909090909090908,42.077922077922075,0.33693192723880594
663556,"McClanahan, Shane",2023,L,1820,139,43,1.5243685663408906,6.129069825325563,-0.0377340992830698,4.660040072917278,Starter,21,0,1821,470,25.744680851063826,8.51063829787234,33.36909871244635,9.77198697068404,42.34527687296417,0.3116447965738758
673540,"Senga, Kodai",2023,R,2752,121,48,-1.3992905381935776,5.9232253733867575,0.1198305488408364,4.258971090770475,Starter,29,0,2795,698,28.796561604584525,11.031518624641834,29.667721518987346,6.845965770171149,40.58679706601467,0.3040239942028986
641540,"Dunning, Dane",2023,R,2785,140,38,-1.9849173813317027,5.445377257842364,-0.1091729199589089,3.999041797828323,Starter,26,9,2696,724,19.337016574585636,7.596685082872928,22.239747634069403,7.543520309477756,40.232108317214696,0.3250453744798891
668933,"Ashcraft, Graham",2023,R,2303,113,49,-1.4595499345818304,6.234260760259702,0.1124642926416215,4.437362656435886,Starter,26,0,2324,625,17.28,8.16,22.142857142857142,6.888888888888889,38.88888888888889,0.3391601017770598
624133,"Suárez, Ranger",2023,L,2287,143,40,1.772965809231201,5.87799835330672,0.0165581924728391,4.391376908504786,Starter,22,0,2023,541,21.996303142329023,8.872458410351202,22.967032967032967,7.547169811320755,36.118598382749326,0.3210732849162011
666374,"Brash, Matt",2023,R,1287,136,31,-1.9568741895292825,5.107577818260396,0.1039491888582798,3.88077233489426,Reliever,0,78,1304,308,34.74025974025974,9.415584415584416,38.103448275862064,4.819277108433735,34.33734939759036,0.2800591461038961
668678,"Gallen, Zac",2023,R,3700,109,43,-1.475667049497944,5.897126483942994,0.0798170385653032,4.462285552126999,Starter,34,0,3248,849,25.4416961130742,5.535924617196701,26.28832354859752,9.233449477351916,46.16724738675958,0.3145794377224199
663559,"Falter, Bailey",2023,L,1292,134,57,0.9061371393455424,5.729421261832545,-0.2674247907733313,3.941023953659706,Starter,14,4,1296,348,16.954022988505745,5.747126436781609,18.29268292682927,8.98876404494382,39.325842696629216,0.3398054069767442
630023,"Chirinos, Yonny",2023,R,1342,144,46,-1.5435703962884868,6.622414355100604,0.1356909768988208,4.856536496662073,Reliever,9,11,1342,369,14.363143631436316,7.046070460704606,17.737003058103976,9.252669039145907,45.55160142348754,0.373850693150685
571656,"Farmer, Buck",2023,R,1222,113,33,-1.7951371393477338,5.808556116754047,0.2119417197633405,4.518535493959524,Reliever,0,71,1222,309,22.653721682847898,9.385113268608414,30.139372822299652,8.737864077669903,34.95145631067961,0.31093531699346405
669194,"Nelson, Ryne",2023,R,2426,109,49,-1.2561409540115898,5.974131836246173,0.2436547911955009,4.2591474453815135,Starter,27,2,2355,619,15.347334410339256,7.269789983844912,20.30716723549488,11.578947368421053,42.73684210526316,0.3486807154471545
543243,"Gray, Sonny",2023,R,2983,142,48,-1.2047618138832317,5.514397814399826,0.2164751173166061,3.9264124964818463,Starter,32,0,2818,755,23.973509933774835,7.28476821192053,25.967261904761905,6.862745098039216,39.21568627450981,0.29576586321381143
663567,"Lambert, Peter",2023,R,1450,115,50,-1.3644378070093544,5.941447050696989,0.122842645153359,4.175743672444523,Reliever,11,14,1450,377,18.30238726790451,7.427055702917771,21.6255442670537,11.07011070110701,45.75645756457565,0.3539341573333333
665871,"Assad, Javier",2023,R,1710,112,53,-1.1643083382026609,5.99635143342462,0.1995090854364072,4.212981505040085,Reliever,10,22,1710,451,20.620842572062084,8.869179600886918,20.708446866485016,9.003215434083602,41.157556270096464,0.3298727852348993
669456,"Bieber, Shane",2023,R,1954,114,43,-1.4447221404289865,5.637980618015615,0.1170786883982216,4.187381647545964,Starter,21,0,1954,534,19.850187265917604,6.367041198501873,24.22222222222222,7.751937984496124,47.80361757105943,0.33667493773584906
