"pitcher","pitcher_name","year","pitch_hand","n_pitches","team_id","ball_angle","relative_release_ball_x","release_ball_z","relative_shoulder_x","shoulder_z"
622503,"Crismatt, Nabil",2022,"R",1062,135,34,-2.0523980250228147,5.467625858673233,-0.27081797242951294,4.275619870187417
593576,"Neris, Héctor",2022,"R",1067,117,34,-1.9598508865123592,5.917789643151253,-0.06092167253882891,4.651205813357124
542888,"Armstrong, Shawn",2022,"R",1065,139,42,-1.8170252094186727,5.885264813795627,-0.14269385110424873,4.377666159189237
595881,"Beede, Tyler",2022,"R",1072,134,36,-2.211431671883972,5.362603293974267,-0.27912785346329855,3.9737548335361965
664747,"Díaz, Alexis",2022,"R",1010,113,17,-2.5300422870098207,4.851769304924249,-0.45085432219692534,4.225386487442861
670124,"Oller, Adam",2022,"R",1294,133,38,-1.7995003236173686,5.7703854887209465,-0.11147769845468046,4.4339575274749485
622253,"Tate, Dillon",2022,"R",1054,110,26,-2.166981069856845,5.259395782568306,-0.19199799778113769,4.305500485629821
656302,"Cease, Dylan",2022,"R",3120,145,53,-1.1818627827256651,6.304984705745136,0.10142187405731527,4.573127081219431
641712,"Hudson, Dakota",2022,"R",2253,138,34,-1.914017777959703,6.1041895143289215,-0.06203130158006796,4.8327881384535445
663474,"McKenzie, Triston",2022,"R",2978,114,52,-1.1795804468959297,6.478958947686939,0.208150778128456,4.708115114301746
663986,"Stephan, Trevor",2022,"R",1107,114,35,-1.9806322813766541,5.782123642778178,-0.09022200331064514,4.437337126163597
476595,"Luetge, Lucas",2022,"L",959,147,45,1.5124127392711073,6.125137756672199,-0.061143184281011634,4.567583162422232
448179,"Hill, Rich",2022,"L",1965,111,36,2.315415895106953,5.596623583248127,0.45856028928712406,4.255492749633745
621237,"Alvarado, José",2022,"L",1063,143,57,0.8116034223822699,6.528947309854012,-0.5129942676446265,4.498143234430516
593334,"Germán, Domingo",2022,"R",1105,147,29,-2.3581180127738333,5.428382776781545,-0.20139078326517773,4.245751158322649
681911,"Vesia, Alex",2022,"L",1005,119,55,1.0315560147072145,5.787539617073533,-0.27657957174909753,3.93218380486161
643511,"Rogers, Tyler",2022,"R",1162,137,-61,-2.6522534214211917,1.204709659435957,-1.4480116957516844,3.3951429050042794
666808,"Doval, Camilo",2022,"R",1121,137,19,-2.1364940334451217,5.275620131621007,-0.0074279532216746874,4.562416644245894
642232,"Yarbrough, Ryan",2022,"L",1355,139,20,2.921110389708536,5.118387577683915,0.7204211510152535,4.313920157862543
643256,"Cimber, Adam",2022,"R",1058,141,-28,-3.4371000130255585,2.070358721312193,-1.3837605744703794,3.1768174242424227
458681,"Lynn, Lance",2022,"R",2022,145,30,-2.581493493919817,5.519930003624385,-0.5336524707716015,4.34456224498432
592826,"Velasquez, Vince",2022,"R",1285,145,43,-1.5706956800632321,5.6316584436953585,0.09686881520630891,4.095027846397138
663738,"Lynch IV, Daniel",2022,"L",2435,118,39,1.5589879329289489,5.8049174432649275,-0.17320486477286434,4.377926184797609
