"pitcher","pitcher_name","year","pitch_hand","n_pitches","team_id","ball_angle","relative_release_ball_x","release_ball_z","relative_shoulder_x","shoulder_z"
579328,"Kikuchi, Yusei",2021,"L",2347,136,48,1.5529273235428578,5.660198425274534,0.13112251633887462,4.0566783585710295
650496,"Mejía, J.C.",2021,"R",980,114,28,-2.507196478569331,5.657832890461687,-0.23501420407286278,4.470906291776776
641793,"Littell, Zack",2021,"R",1018,137,51,-1.5950268313201506,6.318987150873129,-0.18255381380519262,4.5749718340350505
663554,"Mize, Casey",2021,"R",2345,116,36,-1.964369182727926,5.5041867952313925,-0.2178881075767483,4.233061950205663
573186,"Stroman, Marcus",2021,"R",2725,121,39,-1.7280576890536923,5.256749178174765,-0.08466971938613646,3.929778887904953
592644,"Plutko, Adam",2021,"R",962,110,48,-1.5635332448926946,6.112834909609643,-0.02991191025108306,4.4195822346799005
663556,"McClanahan, Shane",2021,"L",1906,139,42,1.6624237739400896,6.213571274091306,0.09459925421754604,4.783004142060168
668676,"Plesac, Zach",2021,"R",2187,114,52,-1.3856908760394695,6.041156919521887,0.03654648326805887,4.209770243155429
641540,"Dunning, Dane",2021,"R",1897,140,35,-2.185623593702392,5.569399599660071,-0.27513581843279056,4.220488288967297
624133,"Suárez, Ranger",2021,"L",1565,143,41,1.7877823734472789,5.902072452029437,0.07598913326200361,4.434096418471981
592390,"Hembree, Heath",2021,"R",1080,121,38,-1.8647924009593586,5.747393711632929,-0.06682018804171512,4.323889044719928
668678,"Gallen, Zac",2021,"R",2091,109,45,-1.4573659998329531,5.884672400950728,0.006202636618862124,4.412615400230211
666120,"Anderson, Ian",2021,"R",2259,144,64,-0.6719953729944668,6.195452279792965,0.30973881544500764,4.140828236423767
570632,"Ureña, José",2021,"R",1689,116,38,-2.108489311322027,5.90398148223905,-0.18171890178097458,4.423582338620846
643338,"Green, Chad",2021,"R",1276,147,50,-1.4312317793173195,6.14597876666993,0.02846087083144741,4.4016943494656715
543243,"Gray, Sonny",2021,"R",2211,113,53,-1.1564406694612122,5.565656678698046,0.12267202007842533,3.8699493200970747
605452,"Ross, Joe",2021,"R",1690,120,36,-2.0877627703433523,5.792293168889712,-0.2831625287500959,4.465028171797942
521230,"Hendriks, Liam",2021,"R",1139,145,48,-1.674601919407279,5.914133425845402,-0.23223355597981876,4.31348229373777
593423,"Montas, Frankie",2021,"R",3010,133,51,-1.3655058247671217,6.246160076128857,0.0919889242722987,4.417066189644253
669456,"Bieber, Shane",2021,"R",1544,114,44,-1.4142047142978122,5.547671556748214,0.13007502134248364,4.06626308833765
605200,"Davies, Zach",2021,"R",2462,112,39,-1.9062581448574187,5.479484592394403,-0.25137100283340374,4.149303980392086
622608,"Senzatela, Antonio",2021,"R",2400,115,45,-1.8599553744903496,5.991964061270519,-0.2292664709646359,4.387477869352333
615698,"Quantrill, Cal",2021,"R",2103,114,47,-1.4863543064852376,6.3780127490423215,0.1407112247770655,4.632200600185582
669203,"Burnes, Corbin",2021,"R",2672,158,42,-1.6887369620814092,5.963263188786117,-0.013414107828972965,4.460274587620387
543507,"May, Trevor",2021,"R",1110,121,47,-1.433521839408035,5.768597306946726,0.10465180995237978,4.096768813892112
677651,"Garcia, Luis",2021,"R",2777,117,47,-1.58693251145462,6.001426504432388,-0.16351990588548881,4.479553207301486
621076,"Kaprielian, James",2021,"R",2011,133,36,-2.023548821033948,5.974638228143178,-0.2468128950826633,4.697238758806607
573204,"Thielbar, Caleb",2021,"L",1074,142,54,0.9598319874038062,6.002329658594102,-0.347056453284251,4.177262865288193
661269,"Gutierrez, Vladimir",2021,"R",1812,113,44,-1.675407733934232,5.430668414266404,0.006599169251786605,3.7791768950817572
592662,"Ray, Robbie",2021,"L",2255,141,46,1.7011474476096913,6.02408645522034,0.14259658296717204,4.388047372835349
543766,"Shaw, Bryan",2021,"R",1333,114,46,-1.7551831780887457,6.071104509690215,-0.19653453803553053,4.47986030763886
571670,"Floro, Dylan",2021,"R",1045,146,40,-2.0247270255692573,6.042883021557993,-0.30815021465321657,4.579526554723584
641302,"Alexander, Tyler",2021,"L",1592,116,40,1.8981334782299992,5.786839352173066,0.1679511168824971,4.330588012749243
571927,"Matz, Steven",2021,"L",2056,141,39,1.9485128535810847,5.758147188976594,0.16837974128201413,4.318607514657225
468504,"Chacín, Jhoulys",2021,"R",1063,115,48,-1.652510380823308,6.185153676616147,-0.14180131156826445,4.502331761298958
641816,"Mahle, Tyler",2021,"R",3182,113,40,-2.0608226675851893,5.538253867283697,-0.3740302937128082,4.1337375130897405
660761,"Suarez, José",2021,"L",1561,108,35,2.0409393693427567,5.288191718390511,0.29296100709382844,4.076438522416005
669211,"Akin, Keegan",2021,"L",1670,110,44,1.6950026974379861,5.821532548955972,0.08824197671082581,4.267645948608607
502043,"Gibson, Kyle",2021,"R",2842,143,44,-1.7897473379740403,6.315201068467837,-0.1026002485924396,4.678574645746912
572955,"Johnson, Pierce",2021,"R",1035,135,44,-1.7945219716999232,6.0793066855954105,-0.15614511687020008,4.481813518440095
669212,"Morgan, Eli",2021,"R",1387,114,46,-1.2595577377054565,5.841244398291822,0.26947236622869,4.2548513706447855
608032,"Estévez, Carlos",2021,"R",986,115,38,-1.8246809431674829,5.797585530965665,0.09115890740096519,4.303515876777367
548384,"Raley, Brooks",2021,"L",968,117,38,1.9797433529703719,5.8755826205206345,0.1858434816190281,4.4792557332558545
664353,"Urquidy, José",2021,"R",1632,117,54,-1.455759653961932,6.2561658707439864,-0.19999857064089296,4.515406303983143
543521,"McHugh, Collin",2021,"R",987,139,29,-2.280773389148726,5.367673115258681,-0.2330693973059888,4.211900536480551
621345,"Minter, A.J.",2021,"L",1004,144,40,1.8035247402133134,5.585871139370088,0.2060785301143274,4.22815795011211
572193,"Tepera, Ryan",2021,"R",997,145,43,-1.6421564311763137,5.7745003245074615,-0.0399469952582793,4.2910099271745805
614179,"Ruiz, José",2021,"R",1034,145,49,-1.53991168655556,6.197145057387061,-0.02350796819826928,4.430204995302786
493603,"Ottavino, Adam",2021,"R",1150,111,29,-2.6628400015654896,5.544124253837856,-0.521349092701725,4.363550887526157
656420,"Feyereisen, J.P.",2021,"R",986,139,47,-1.521548306194429,6.242278224063054,0.02466446962869137,4.560880690181863
548389,"Stripling, Ross",2021,"R",990,141,65,-0.9689412895094512,6.939276236894507,0.014963441011850102,4.814322575428179
593958,"Rodriguez, Eduardo",2021,"L",2826,111,35,2.1569133928027706,5.823911679810356,0.28356807194864514,4.518843806591384
570663,"Robles, Hansel",2021,"R",1217,111,39,-1.9110216284192219,5.375419668554629,-0.21317247206373005,4.017093500100511
543272,"Hand, Brad",2021,"L",1043,121,37,2.1662305221032314,6.175458291593535,0.34571697941409624,4.790841376078044
592426,"Jackson, Luke",2021,"R",1174,144,51,-1.342482831858769,6.3990044048297685,0.12203014899972303,4.594166990989111
656427,"Flaherty, Jack",2021,"R",1351,138,35,-1.8056595288654171,5.53400775720342,0.022073930915748295,4.233793053293382
605483,"Snell, Blake",2021,"L",2318,135,57,1.2199433269517301,6.591528950706318,-0.11628284364657698,4.566718676600704
500779,"Quintana, Jose",2021,"L",1166,137,48,1.6704397634374943,5.85047309502847,0.20490626989623237,4.213314958207867
572971,"Keuchel, Dallas",2021,"L",2707,145,47,1.6844370569544407,6.074177506092165,0.13983539623261906,4.428055994438792
642092,"Smith, Riley",2021,"R",1063,109,40,-1.6382908972836252,5.713210071013554,0.031840209608815735,4.291685957803435
623149,"Sewald, Paul",2021,"R",1073,136,22,-2.4923472484561575,4.570161392700688,-0.5957219319162254,3.81074195208866
660271,"Ohtani, Shohei",2021,"R",2011,108,45,-1.6349257956755572,6.063012156230775,-0.04326066329103852,4.465477354329568
666159,"Manning, Matt",2021,"R",1396,116,55,-1.4081121819574878,5.944165428716329,-0.1540993516436106,4.1680201670181285
607536,"Freeland, Kyle",2021,"L",1878,115,31,2.241533095100604,5.654623710592609,0.2676207895863352,4.469657877807955
656945,"Scott, Tanner",2021,"L",981,110,41,2.0228170112572026,5.521936443525654,0.3093538065975393,4.032643806878207
489265,"Romo, Sergio",2021,"R",1015,133,17,-2.462071914329556,4.918527555293651,-0.4053952270394052,4.290953909208041
643377,"Jax, Griffin",2021,"R",1297,142,42,-1.5667082251493385,5.647072590044414,0.09363168541230187,4.174995850829167
452657,"Lester, Jon",2021,"L",2369,138,40,2.063285449451291,5.843255949839924,0.28139215431271103,4.353748426644259
621107,"Eflin, Zach",2021,"R",1503,143,31,-2.4028174752725344,5.672831167105506,-0.2938304304731938,4.420973605327007
545333,"Bauer, Trevor",2021,"R",1656,119,43,-1.8050689654531245,5.656438079422196,-0.1728978598024492,4.112891291066975
456501,"Cueto, Johnny",2021,"R",1867,137,35,-2.212499040439551,5.602082404961586,-0.30110485123309944,4.260103866907349
608566,"Márquez, Germán",2021,"R",2774,115,40,-1.8953973449014143,6.124569612602453,-0.10165797987094002,4.6089986580425055
621111,"Buehler, Walker",2021,"R",3445,119,51,-1.4456620903127224,5.699328682453246,-0.11145793642322344,4.071165311825617
621368,"Hearn, Taylor",2021,"L",1641,140,37,2.0535745334581885,6.2764400608986675,0.08517400692581341,4.769000563800167
656954,"Sheffield, Justus",2021,"L",1360,136,43,1.7669966965185013,5.538347463076585,0.14784432807936018,4.004513078727911
605242,"Fulmer, Michael",2021,"R",1177,116,47,-1.4737616631065307,6.186514960320525,0.06193400933121765,4.529318822689829
543037,"Cole, Gerrit",2021,"R",2800,147,41,-1.8091962879011794,5.663221759787759,-0.1268731303026891,4.221495510504257
543294,"Hendricks, Kyle",2021,"R",2751,112,46,-1.6812948348559078,6.064805612595272,0.0020245912752679006,4.29900148209063
623167,"Flexen, Chris",2021,"R",2706,136,67,-0.6756452324547119,6.86483999709314,0.22439407382291246,4.7269381318218775
621121,"McCullers Jr., Lance",2021,"R",2961,117,31,-2.2850093563209537,5.260455904150865,-0.33583965550060574,4.070063254385084
506433,"Darvish, Yu",2021,"R",2736,135,46,-1.6615235879214143,5.888098724510724,-0.20299615076985916,4.3526261821855465
672578,"Hernández, Carlos",2021,"R",1423,118,44,-1.529707476985117,5.948797246669432,0.2473538359761267,4.245146124797813
425794,"Wainwright, Adam",2021,"R",3135,138,47,-1.6844052505038012,6.291231863647747,-0.1819749654752358,4.704665474098937
605507,"Thompson, Zach",2021,"R",1178,146,43,-1.855931253283786,6.507742035125011,-0.012739383801058622,4.793835121458582
595014,"Treinen, Blake",2021,"R",1209,119,35,-2.1926354691229752,6.322563237178658,-0.16889118840928732,4.88594166408781
596295,"Gomber, Austin",2021,"L",1747,115,61,0.7752651286599266,6.684512294631955,-0.35148749531783124,4.6857103602057855
677960,"Weathers, Ryan",2021,"L",1603,135,33,2.020857109032715,5.657695483027843,0.16495875214456568,4.449479725091998
642121,"Sulser, Cole",2021,"R",1021,110,49,-1.4457299330480178,5.858562504393509,-0.07683140980880379,4.25998047185028
608331,"Fried, Max",2021,"L",2953,144,54,1.3527037734616054,6.062808040450909,-0.05123722957536461,4.101784947963618
675916,"Karinchak, James",2021,"R",980,114,60,-0.8675959119436981,6.487103154892813,0.2773520037882039,4.465354031214758
